TimeStep,Whales,Seals,Cod,Whiting,Mackerel,Anchovy,Shrimp,Benthos,Zooplankton,Phytoplankton,Detritus
173,0.1010198,0.07066827,3.220057,1.537664,0.7722237,5.854662,0.819075,24.15876,7.859785,16.9315,6.808162
174,0.1010854,0.07074552,3.216448,1.538283,0.766596,5.63698,0.8259104,22.85655,13.34533,14.62289,10.32915
175,0.1011571,0.07082095,3.213821,1.538448,0.7668169,5.576679,0.8322771,22.6655,17.17124,15.32073,11.82947
176,0.1012206,0.07087619,3.209572,1.53738,0.7717679,5.690111,0.833724,23.52686,16.83595,15.72621,12.48349
177,0.1012714,0.0709048,3.202278,1.535438,0.7766342,5.849002,0.8288676,25.00646,17.64939,5.015168,13.06676
178,0.1013142,0.07092687,3.193679,1.533735,0.7821102,6.047275,0.8229415,26.31534,12.77338,5.235507,9.158486
179,0.1013605,0.07097023,3.186855,1.533638,0.7830403,6.090393,0.8228452,26.18349,8.689619,9.488503,7.031336
180,0.1014138,0.07103627,3.182348,1.534684,0.7790863,5.955919,0.8285751,24.96544,9.352131,14.08687,7.577631
181,0.1014727,0.07110829,3.178417,1.535571,0.7748048,5.788951,0.8359439,23.81227,14.10547,13.32381,10.09053
182,0.1015375,0.0711797,3.175285,1.536074,0.7756584,5.75457,0.8433763,23.50585,16.86088,13.53714,11.42059
183,0.1015935,0.0712337,3.170841,1.535247,0.7798209,5.854621,0.8466685,24.07389,16.15276,15.88818,11.774
184,0.1016367,0.07125961,3.163371,1.533471,0.7833238,5.981938,0.8429342,25.25189,16.85574,5.334015,12.70723
185,0.1016731,0.07127769,3.154613,1.531774,0.7874006,6.142891,0.8373871,26.36287,12.60108,5.40016,9.089391
186,0.1017155,0.07131691,3.147684,1.531815,0.7878525,6.165734,0.8373557,26.14017,8.914803,9.184524,7.104671
187,0.1017642,0.07137763,3.142946,1.532849,0.783901,6.029931,0.8428931,24.89174,9.425138,13.72612,7.532601
188,0.101819,0.07143995,3.139228,1.534036,0.7797229,5.861343,0.8492255,23.72054,13.50436,12.73869,9.830433
189,0.1018793,0.07149836,3.136227,1.534769,0.7799932,5.806338,0.8551172,23.32307,15.20926,15.00373,10.73187
190,0.1019308,0.071536,3.131607,1.534155,0.7822261,5.849769,0.8561405,23.73162,15.36917,16.88492,11.69856
191,0.1019708,0.07154558,3.124059,1.532499,0.784523,5.938622,0.8500807,24.8884,16.68886,5.861562,12.82413
192,0.1020067,0.07155127,3.115629,1.531039,0.7884855,6.0822,0.8431192,26.05213,13.13579,6.027524,9.347822
193,0.1020465,0.07157963,3.108215,1.530793,0.7896004,6.119606,0.8421547,25.97917,9.702096,9.549186,7.538548
194,0.1020898,0.0716229,3.102012,1.531278,0.7865809,6.018842,0.8454042,25.0188,10.27675,12.50483,8.00401
195,0.1021384,0.07166941,3.096733,1.531941,0.7834252,5.891816,0.8499253,24.06388,13.23275,11.59889,9.625786
196,0.1021927,0.07171823,3.092586,1.532446,0.7834143,5.840117,0.8556015,23.57801,14.58939,14.32459,10.24672
197,0.1022402,0.07174969,3.087187,1.531786,0.784745,5.860806,0.8572771,23.73401,14.57336,17.93768,11.16824
198,0.1022779,0.07175422,3.07904,1.53006,0.7858707,5.91263,0.8519264,24.66486,17.73626,6.20656,13.21259
199,0.1023125,0.07175255,3.069833,1.528303,0.7907171,6.076077,0.8448578,25.91949,14.1111,6.557713,9.836608
200,0.1023485,0.07176979,3.061757,1.52775,0.7929164,6.152012,0.8427804,26.11257,10.42655,9.897056,8.049193
201,0.1023861,0.07179876,3.054551,1.527964,0.7906923,6.088253,0.8442286,25.4883,11.1331,10.68797,8.501637
202,0.1024293,0.07183278,3.048292,1.528636,0.7883404,6.000255,0.8475645,24.76446,12.96854,10.00942,9.271524
203,0.102481,0.07187954,3.044027,1.5297,0.7880831,5.947465,0.8546,24.13258,13.34933,14.15102,9.436467
204,0.1025275,0.07191542,3.039203,1.529813,0.7880542,5.92657,0.8590372,23.94342,13.72176,19.31042,10.63926
205,0.1025662,0.0719249,3.031283,1.528608,0.788281,5.941748,0.8565117,24.65837,17.96729,6.464101,13.44789
206,0.1026031,0.0719291,3.02246,1.527338,0.7936266,6.104942,0.8524021,25.90947,14.50349,7.08032,10.04908
207,0.102641,0.07195087,3.014815,1.527244,0.7966735,6.195036,0.8530223,26.17906,10.65691,10.18294,8.314664
208,0.1026793,0.07198072,3.00779,1.527881,0.7950188,6.142431,0.8562112,25.65486,11.63658,10.38751,8.78738
209,0.1027231,0.07201566,3.001613,1.529046,0.7932498,6.070733,0.8609562,25.00396,12.86704,9.573419,9.259449
210,0.1027777,0.07206548,2.997514,1.530858,0.7931988,6.013213,0.8695234,24.32144,12.86111,13.14255,9.194642
211,0.1028275,0.07210824,2.993157,1.531627,0.7929791,5.974794,0.8761702,23.93574,13.29942,19.40328,10.16814
212,0.1028705,0.07212339,2.98642,1.531225,0.7930157,5.974143,0.8751397,24.44507,16.24069,7.336695,12.85033
213,0.1029121,0.0721327,2.979092,1.530755,0.7966469,6.080892,0.8719385,25.42844,13.91011,8.478753,9.9098
214,0.1029533,0.07215253,2.972378,1.531072,0.7986603,6.136642,0.8714706,25.61876,11.46182,10.82475,8.790859
215,0.1029947,0.07217609,2.965762,1.531845,0.7975383,6.096239,0.8722677,25.2528,13.14268,9.575997,9.492534
216,0.1030403,0.07220109,2.959547,1.532947,0.7972921,6.072471,0.8738247,24.85617,12.96538,9.666511,9.333496
217,0.1030935,0.07223371,2.953912,1.534249,0.7974417,6.033049,0.877808,24.32944,12.78931,13.5216,9.241204
218,0.1031425,0.072258,2.947739,1.534549,0.797161,6.001141,0.8800003,24.07382,13.44569,17.42414,10.3261
219,0.1031864,0.07226273,2.939938,1.534019,0.7974553,6.010816,0.8769425,24.58241,17.60476,6.840309,12.78658
220,0.1032306,0.07226671,2.932072,1.533684,0.8026235,6.162585,0.8733459,25.55844,14.05686,8.926842,9.88828
221,0.1032739,0.07228014,2.924797,1.534211,0.8049955,6.231259,0.8725609,25.76165,11.70699,10.72322,9.031831
222,0.1033169,0.07229619,2.917525,1.535208,0.8040521,6.195488,0.8731111,25.45251,13.41989,9.252534,9.615417
223,0.1033652,0.07231486,2.910705,1.536633,0.8040406,6.172075,0.874933,25.08503,12.73986,9.979734,9.242303
224,0.1034209,0.07234519,2.905444,1.538448,0.80391,6.11903,0.8803445,24.52847,12.75467,14.44162,9.282484
225,0.1034712,0.0723656,2.899598,1.539172,0.8033645,6.081033,0.8833366,24.34209,14.12964,15.87438,10.7605
226,0.1035179,0.07236816,2.892296,1.539245,0.8042845,6.107956,0.881243,24.93147,18.10906,7.032295,12.68311
227,0.1035637,0.07237292,2.885094,1.539583,0.8098689,6.27391,0.8792765,25.8904,14.26607,9.225948,10.00706
228,0.1036083,0.07238513,2.878224,1.540701,0.8123935,6.347405,0.8796507,26.13514,12.16173,9.925541,9.280839
229,0.1036528,0.07240051,2.870667,1.542058,0.8119064,6.323733,0.8815432,25.87522,13.14811,9.109106,9.413736
230,0.1037031,0.07242094,2.863575,1.543882,0.8117859,6.293297,0.8852615,25.44502,12.66983,9.516389,9.112775
231,0.1037608,0.07245488,2.858136,1.546104,0.8116577,6.239304,0.8929219,24.82117,12.62205,13.67907,9.07352
232,0.1038134,0.07247876,2.852113,1.547259,0.8111839,6.203481,0.8979586,24.53717,13.79797,16.90786,10.42977
233,0.1038625,0.07248341,2.844605,1.54776,0.8118926,6.221429,0.8973574,25.04854,17.37453,7.777174,12.66499
234,0.1039105,0.07248759,2.837017,1.548458,0.8166321,6.360094,0.8960667,25.98523,14.60897,8.970236,10.25686
235,0.1039579,0.07249969,2.829799,1.549944,0.8193396,6.431671,0.8971344,26.2563,12.38476,9.949604,9.341941
236,0.1040057,0.07251532,2.822648,1.551929,0.8190527,6.408719,0.8996441,26.00057,12.99893,9.494483,9.419518
237,0.1040584,0.07253483,2.816035,1.554192,0.818618,6.370219,0.9035337,25.584,13.35062,9.250469,9.385281
238,0.1041178,0.07256406,2.810769,1.556953,0.8190444,6.336206,0.9103443,25.08788,12.86516,13.01129,9.17499
239,0.1041727,0.07258563,2.805133,1.558781,0.8189764,6.31005,0.9151679,24.83079,13.80976,15.10102,10.34091
240,0.1042231,0.07258925,2.798087,1.55992,0.8197136,6.324821,0.9145332,25.21478,16.20717,7.92921,11.87334
241,0.1042722,0.07259124,2.790602,1.561037,0.8231896,6.420644,0.9129373,25.85689,13.81934,9.463188,9.871092
242,0.1043211,0.07260027,2.78335,1.562684,0.8247166,6.451709,0.9133878,25.92527,12.59313,10.47318,9.398103
243,0.1043704,0.07260913,2.775974,1.564587,0.8241615,6.419846,0.9141312,25.69328,13.795,9.237817,9.779757
244,0.1044226,0.07261949,2.768905,1.566679,0.8242945,6.402743,0.915653,25.44553,14.27418,9.144844,9.685289
245,0.1044767,0.07263373,2.762497,1.56894,0.8254479,6.40681,0.9185698,25.19416,12.70925,13.80888,9.267406
246,0.1045258,0.07263815,2.755469,1.570404,0.8251576,6.383461,0.9189141,25.12362,14.24512,13.29596,10.72998
247,0.1045716,0.07263059,2.74763,1.571458,0.8260748,6.408543,0.9156607,25.58085,17.16113,8.206412,11.78851
248,0.1046183,0.07262718,2.74018,1.572939,0.8303421,6.530027,0.913365,26.23392,14.32698,9.831974,10.13433
249,0.1046654,0.07263251,2.733122,1.575219,0.8321806,6.575485,0.9138496,26.38618,13.42314,9.524273,9.839629
250,0.1047115,0.07263546,2.725768,1.577511,0.8320352,6.563542,0.9140822,26.28869,13.57808,7.628637,9.623241
251,0.1047626,0.07264227,2.718897,1.580344,0.8320968,6.536035,0.9156042,25.96041,12.70593,8.168597,8.827865
252,0.1048167,0.07266434,2.713375,1.583311,0.831702,6.482872,0.9214428,25.28504,11.05544,13.87071,8.304072
253,0.1048669,0.07267886,2.70703,1.585209,0.8293518,6.388313,0.9248428,24.7344,12.8056,16.14324,10.02425
254,0.1049172,0.07268219,2.699999,1.586719,0.8284222,6.34137,0.9244099,24.89821,16.70749,10.07057,12.15295
255,0.1049688,0.0726826,2.692752,1.588295,0.8319702,6.424077,0.9228722,25.64591,16.00156,10.38384,11.06666
256,0.1050183,0.07268409,2.685242,1.590121,0.8353188,6.508996,0.9219621,26.20884,15.11574,8.052268,10.68563
257,0.1050651,0.07268044,2.677191,1.592045,0.8372557,6.565437,0.9201069,26.49784,13.55043,6.561919,9.558141
258,0.1051132,0.07267975,2.669487,1.594213,0.8375533,6.565054,0.9194667,26.25577,11.08065,8.939889,8.146882
259,0.1051665,0.07269327,2.663197,1.59701,0.8354691,6.471691,0.9229305,25.45265,10.63346,13.44232,8.169162
260,0.1052222,0.07271044,2.657633,1.599668,0.8325296,6.349774,0.9270357,24.75815,13.23135,15.53889,9.978148
261,0.1052803,0.07272356,2.652127,1.601988,0.8321297,6.301454,0.9293177,24.7971,16.82801,10.47946,12.02566
262,0.1053377,0.07272873,2.645811,1.603962,0.8358881,6.381908,0.9293243,25.49489,15.8364,10.58011,11.11725
263,0.1053905,0.07272688,2.638649,1.605821,0.8390189,6.462622,0.927669,26.11131,15.42719,7.731747,10.82525
264,0.1054405,0.07271972,2.631008,1.607823,0.8413587,6.535448,0.925001,26.50229,13.77888,7.02,9.577465
265,0.1054922,0.0727198,2.623761,1.610292,0.8419932,6.55058,0.9247535,26.34886,11.02161,10.60989,8.281614
266,0.1055484,0.0727321,2.617782,1.613277,0.8398852,6.463034,0.9279345,25.72316,11.79629,13.37698,8.959256
267,0.1056076,0.072748,2.612558,1.616205,0.8381534,6.378824,0.9317181,25.33039,14.81395,12.18749,10.64125
268,0.1056701,0.07276493,2.607622,1.618871,0.8396958,6.383895,0.9353266,25.46631,17.08987,10.07019,11.4637
269,0.1057299,0.07277835,2.602024,1.621338,0.8437834,6.481128,0.9379944,25.95109,14.75462,10.57562,10.65115
270,0.1057846,0.07278189,2.595443,1.623677,0.8456301,6.531634,0.93801,26.31594,14.89701,6.46893,10.55954
271,0.1058377,0.0727826,2.588653,1.626223,0.8470443,6.575999,0.9373798,26.42168,12.24027,7.599258,8.738643
272,0.105895,0.07279423,2.582948,1.62951,0.8460111,6.523381,0.9398777,25.84881,10.54985,11.81708,8.013777
273,0.1059555,0.07281548,2.578441,1.632889,0.8430529,6.396294,0.9448045,25.03301,12.35947,14.72033,9.294764
274,0.1060161,0.07282886,2.57367,1.635443,0.8416399,6.316332,0.9471367,24.80261,15.55756,12.49544,11.25608
275,0.1060763,0.07283702,2.568406,1.637535,0.8437517,6.347731,0.94779,25.25025,16.81261,11.0084,11.66186
276,0.1061293,0.07283724,2.56221,1.639176,0.8472422,6.452289,0.9464271,25.99757,15.58289,9.335763,11.1343
277,0.1061767,0.07282955,2.555099,1.640889,0.8494654,6.539948,0.9431843,26.59322,15.38894,6.172159,10.5116
278,0.1062234,0.0728254,2.548269,1.64303,0.851184,6.607991,0.9413216,26.73835,11.8713,7.952025,8.600245
279,0.1062744,0.07283486,2.5427,1.646092,0.8495459,6.548553,0.9434389,26.10469,10.80186,11.28535,8.14638
280,0.1063279,0.07285208,2.538125,1.649177,0.846217,6.424596,0.9477274,25.25173,12.39836,13.9579,9.2066
281,0.1063842,0.07286448,2.533385,1.651838,0.8445278,6.338424,0.9505938,24.88071,14.8917,12.80721,10.86206
282,0.1064391,0.07287256,2.527954,1.65375,0.8455896,6.34483,0.9523897,25.12462,16.38055,11.88631,11.49428
283,0.106488,0.07286703,2.521323,1.655213,0.8483002,6.427238,0.950578,25.81371,16.26942,9.484615,11.46636
284,0.1065315,0.07285244,2.514052,1.656733,0.8510166,6.530042,0.9465477,26.53195,15.84303,6.707738,10.7851
285,0.1065724,0.07283923,2.50699,1.658761,0.8532398,6.614895,0.9433704,26.85314,12.63505,8.284005,9.025951
286,0.1066142,0.07283486,2.500773,1.661408,0.8522064,6.58713,0.9430881,26.48699,11.3829,11.14633,8.537313
287,0.1066589,0.07283732,2.495435,1.664245,0.849315,6.489586,0.9450079,25.87265,13.05187,12.45671,9.490571
288,0.1067073,0.07284226,2.490402,1.666736,0.8479506,6.428364,0.947768,25.57207,15.02148,11.68293,10.62421
289,0.1067558,0.07284535,2.484517,1.668827,0.8488098,6.441895,0.9503571,25.71698,15.74952,11.8533,11.00326
290,0.1068005,0.07283742,2.477545,1.670511,0.8505777,6.501574,0.949999,26.21149,16.08802,8.507545,11.28956
291,0.1068417,0.07282265,2.470064,1.672205,0.8527975,6.584694,0.9478226,26.74497,15.09325,5.983131,10.2758
292,0.1068829,0.0728142,2.463191,1.674474,0.8541816,6.63125,0.9476032,26.76736,11.44011,8.591435,8.339502
293,0.1069262,0.07281801,2.457505,1.677207,0.851877,6.553511,0.9509497,26.07226,10.38537,13.15805,8.086392
294,0.1069708,0.07282451,2.452388,1.679568,0.8477501,6.41743,0.9549148,25.32054,12.07804,16.05553,9.552116
295,0.1070185,0.07282726,2.447157,1.68158,0.8452743,6.32121,0.9574316,25.17496,15.91998,12.40703,11.71606
296,0.1070658,0.07282493,2.441244,1.683299,0.8470466,6.358613,0.9585697,25.77174,17.19426,11.00205,11.81416
297,0.1071081,0.07281352,2.434489,1.684827,0.8506832,6.473451,0.9572384,26.62663,16.91093,7.033928,11.54227
298,0.1071449,0.07279577,2.427234,1.686457,0.8541447,6.600608,0.9542809,27.27893,14.02501,6.10417,9.728239
299,0.1071798,0.07278273,2.420391,1.688628,0.8544624,6.634892,0.9528061,27.17619,10.84207,7.759153,8.078263
300,0.1072196,0.07278587,2.414963,1.691573,0.8511791,6.540863,0.955928,26.29146,10.32438,12.23545,7.78401
301,0.1072657,0.07279801,2.410252,1.694351,0.8467833,6.394599,0.9612923,25.30592,12.05991,16.99401,9.230818
302,0.1073175,0.0728051,2.405155,1.69667,0.844363,6.289392,0.9647471,25.0452,17.11366,12.33886,12.22376
303,0.1073666,0.07280206,2.398953,1.698169,0.8473507,6.359639,0.9652386,25.79651,18.14645,9.438131,12.23673
304,0.1074096,0.07278716,2.391773,1.699484,0.8522199,6.511901,0.9622422,26.7951,16.2219,6.311012,11.1344
305,0.1074461,0.07276781,2.384281,1.701027,0.8551632,6.629802,0.9580848,27.34077,12.45857,6.903788,9.010302
306,0.107482,0.07275478,2.377449,1.703307,0.8538852,6.617475,0.9559014,27.03024,10.6789,8.780529,7.992581
307,0.107526,0.07275951,2.372276,1.706591,0.8503647,6.506361,0.9588745,26.13771,10.94131,14.30256,8.158455
308,0.1075767,0.07277339,2.36802,1.710042,0.8468359,6.374537,0.964295,25.40657,13.82714,15.18244,10.34533
309,0.1076298,0.07278174,2.363266,1.71288,0.8464542,6.331342,0.9680675,25.51237,18.35958,11.13884,12.43804
310,0.1076776,0.07277782,2.35739,1.714925,0.8511336,6.460298,0.9683036,26.45212,17.3119,8.425586,11.86209
311,0.1077193,0.07276727,2.350933,1.717005,0.8555095,6.606197,0.966475,27.30988,15.1143,6.570111,10.49643
312,0.1077552,0.07275769,2.344589,1.719478,0.8570834,6.685322,0.9647553,27.55092,11.65422,7.793185,8.67826
313,0.1077941,0.07275773,2.338979,1.722742,0.8547091,6.625442,0.965578,26.98498,11.04703,9.494634,8.198063
314,0.1078429,0.0727747,2.334824,1.726799,0.8513529,6.500977,0.9710941,26.0467,11.81405,13.82881,8.617919
315,0.1078988,0.07279582,2.330963,1.730711,0.8489788,6.386076,0.9777727,25.40683,14.5205,13.61006,10.55477
316,0.1079538,0.0728076,2.326112,1.733666,0.8496863,6.375053,0.9817796,25.5585,17.50331,10.77219,11.89085
317,0.1080031,0.07280402,2.320082,1.735902,0.8539015,6.497993,0.9811248,26.35771,16.55396,7.581177,11.4439
318,0.1080478,0.07279495,2.313809,1.738366,0.8576343,6.62359,0.9785892,26.99581,13.92378,7.18056,9.825515
319,0.10809,0.07278781,2.307983,1.741381,0.8581724,6.653496,0.9765751,26.96634,11.40441,8.033686,8.527421
320,0.108139,0.07279014,2.303268,1.745294,0.8557636,6.562536,0.9773136,26.27966,11.62615,8.975564,8.320557
321,0.1081943,0.0728091,2.299683,1.749382,0.8529923,6.444295,0.9831779,25.32632,11.47435,14.11058,8.421572
322,0.1082528,0.07282449,2.295515,1.752512,0.8502858,6.32202,0.9881525,24.67335,13.56494,16.16442,10.29697
323,0.1083072,0.07282395,2.289919,1.754527,0.8497088,6.286862,0.9883603,24.91164,17.32115,12.24144,12.39788
324,0.1083571,0.07280939,2.283462,1.756075,0.8536114,6.402909,0.9840108,25.9852,18.80593,7.12261,12.48759
325,0.1084033,0.07279485,2.276968,1.757993,0.859697,6.595849,0.9793522,27.0514,14.86775,6.870281,10.28943
326,0.1084451,0.07278493,2.270942,1.760517,0.8615158,6.666611,0.9760417,27.26687,11.91289,7.175478,8.767248
327,0.1084867,0.07278287,2.265594,1.763487,0.8591141,6.602293,0.9753031,26.67812,10.85556,8.788311,7.990834
328,0.1085372,0.07279608,2.261197,1.767019,0.8552876,6.464541,0.9794661,25.63661,10.92817,13.26923,8.133546
329,0.108594,0.07281767,2.256943,1.770034,0.8517423,6.323397,0.9864529,24.76055,13.25329,18.10049,9.920343
330,0.1086482,0.07282346,2.251506,1.772091,0.8506932,6.272983,0.9885288,24.8962,19.01751,11.58719,13.24735
331,0.108698,0.07281098,2.24506,1.773451,0.8561836,6.432662,0.9847925,26.18771,20.16548,5.712164,12.96225
332,0.1087416,0.07279387,2.238499,1.775167,0.8636327,6.66814,0.9797534,27.41264,14.29278,5.318999,9.970132
333,0.1087781,0.07277989,2.232209,1.777363,0.864719,6.726293,0.97598,27.49396,10.05875,6.66982,7.783759
334,0.1088162,0.07277665,2.226503,1.780125,0.8600641,6.603659,0.9757764,26.53215,8.975527,10.06034,7.021407
335,0.1088692,0.07279665,2.222067,1.783844,0.8541695,6.396643,0.9825901,25.11483,10.22903,16.57561,7.908852
336,0.1089294,0.07282501,2.21784,1.786955,0.8497528,6.220739,0.9917876,24.206,14.32235,20.11225,10.94233
337,0.1089867,0.07283062,2.212023,1.78871,0.8499895,6.193826,0.9936144,24.75488,21.23965,9.437379,14.63268
338,0.1090361,0.07281373,2.204955,1.789486,0.8580584,6.422281,0.9884802,26.50383,19.31345,4.52143,12.59844
339,0.109075,0.07279175,2.197704,1.790492,0.8648339,6.644703,0.981989,27.66829,12.22514,5.61093,9.003435
340,0.1091064,0.07277482,2.190797,1.791914,0.8633701,6.644029,0.977185,27.45232,8.893608,8.156029,7.219272
341,0.109145,0.07277466,2.184834,1.794303,0.8572033,6.477287,0.9774895,26.31464,9.547639,12.05301,7.357817
342,0.1092023,0.072802,2.180468,1.798156,0.8520015,6.281262,0.9860519,25.0601,12.53691,17.74839,9.163369
343,0.1092652,0.07283142,2.176273,1.801553,0.8505287,6.184967,0.9948847,24.72357,18.34117,15.1742,12.74376
344,0.1093213,0.07283591,2.170734,1.803516,0.8556141,6.306855,0.9959171,25.85116,21.47745,5.496692,14.06555
345,0.1093655,0.0728216,2.164204,1.804712,0.864509,6.581687,0.9915152,27.425,14.72235,4.184011,10.33428
346,0.1094007,0.07280841,2.157803,1.806528,0.8664716,6.679793,0.9877048,27.72869,8.835033,6.978737,7.289699
347,0.1094384,0.07281068,2.15229,1.809486,0.860856,6.539307,0.9883382,26.67484,7.89044,11.39141,6.668566
348,0.1094964,0.07283973,2.148267,1.814117,0.8539587,6.291309,0.9964178,25.14802,11.02738,15.75442,8.351053
349,0.1095712,0.07288811,2.145081,1.818946,0.8511471,6.119172,1.009875,24.23895,16.56469,16.4386,11.44536
350,0.1096428,0.07291675,2.140792,1.822072,0.8549213,6.166212,1.016925,24.77745,19.69156,10.45841,13.4896
351,0.1097011,0.07291318,2.134761,1.823528,0.8625319,6.380613,1.014068,26.24674,17.21406,4.223685,12.03434
352,0.109747,0.07289711,2.128098,1.824822,0.8675388,6.557528,1.007492,27.17445,10.90129,4.718238,8.307822
353,0.1097926,0.07289664,2.122385,1.827415,0.8652683,6.51097,1.00546,26.59274,7.100887,9.913917,6.216949
354,0.1098557,0.07292856,2.118402,1.832063,0.8585136,6.266261,1.012357,24.96633,8.253716,17.31666,7.110086
355,0.1099367,0.07297851,2.115222,1.837176,0.8529525,6.007369,1.024042,23.69191,14.97784,16.85847,10.99735
356,0.1100217,0.07301798,2.11151,1.841035,0.8550306,5.98364,1.032179,23.92325,20.1859,12.08824,13.48017
357,0.110096,0.07302901,2.106422,1.843144,0.8637715,6.205277,1.031472,25.3642,18.5518,6.568426,12.77517
358,0.1101543,0.07301816,2.100281,1.844606,0.8709669,6.435977,1.024305,26.66926,13.9191,2.946343,9.966035
359,0.1102042,0.07301033,2.094349,1.846715,0.8720686,6.505589,1.018098,26.72497,7.951535,4.860801,6.528119
360,0.1102673,0.07303819,2.090244,1.851068,0.8663628,6.317673,1.02185,25.13367,5.485579,12.42986,5.198824
361,0.1103469,0.07310298,2.087188,1.856053,0.8573826,5.978189,1.035621,22.8839,7.910038,25.78878,7.234848
362,0.1104339,0.07315879,2.083198,1.859577,0.85056,5.692827,1.046195,21.95211,16.54574,20.12234,13.47553
363,0.110517,0.07318451,2.077798,1.860911,0.8535365,5.723873,1.04722,23.292,22.66343,9.888709,15.61111
364,0.1105857,0.07318434,2.071311,1.860998,0.864836,6.046438,1.040086,25.66501,18.37743,3.746922,12.70886
365,0.1106387,0.07317647,2.064493,1.861436,0.8722019,6.305296,1.030475,27.05638,11.03518,2.823608,8.446982
366,0.1106844,0.07318185,2.058307,1.863219,0.8700613,6.300685,1.024883,26.55449,5.905937,5.722435,5.471881
367,0.110746,0.07322503,2.053885,1.867157,0.861339,6.036403,1.030513,24.41864,5.303478,12.80102,4.99102
368,0.110826,0.07330357,2.050658,1.871539,0.8514138,5.677987,1.046846,21.88997,8.956408,25.99883,7.526311
369,0.110909,0.0733593,2.046062,1.873587,0.8450813,5.429547,1.055996,21.01153,17.43064,23.4843,13.89246
370,0.1109794,0.07336691,2.03912,1.872514,0.8482934,5.5047,1.049891,22.764,25.90828,7.83752,17.49496
371,0.1110318,0.07334442,2.030839,1.870237,0.8624268,5.939463,1.034076,25.84887,19.63342,2.482214,13.12148
372,0.1110685,0.07332438,2.022842,1.869133,0.8713291,6.265934,1.019121,27.56895,10.02456,3.425094,8.049072
373,0.1110982,0.07332354,2.015625,1.86962,0.8680978,6.252333,1.010768,27.07702,5.576689,6.844588,5.422864
374,0.1111429,0.07335784,2.0101,1.872351,0.858313,5.984585,1.013982,25.02617,6.090154,13.38162,5.450563
375,0.1112136,0.07343408,2.006506,1.876383,0.8490469,5.648407,1.03078,22.67433,10.4701,23.5752,8.227905
376,0.1112871,0.07350414,2.002352,1.878277,0.844264,5.454329,1.046027,21.84549,18.25309,21.53012,13.7049
377,0.1113468,0.07352563,1.995707,1.877064,0.8485493,5.573832,1.04601,23.48313,24.96974,6.671587,16.71202
378,0.1113884,0.07351555,1.987579,1.874728,0.8616996,5.993621,1.035757,26.25315,18.40268,2.823936,12.29279
379,0.1114149,0.07350731,1.979742,1.873576,0.8687872,6.27592,1.025862,27.60672,9.607059,4.267311,7.78063
380,0.1114362,0.07351641,1.972895,1.874202,0.8645891,6.234147,1.021752,26.91356,6.290963,7.511417,5.739631
381,0.1114725,0.07355738,1.967601,1.876863,0.8551844,5.977346,1.028051,24.894,7.33852,13.90444,6.065622
382,0.1115303,0.07362895,1.963687,1.880334,0.8467281,5.681074,1.044567,22.7917,11.52386,23.68183,8.851269
383,0.1115884,0.07368351,1.958907,1.88153,0.8426294,5.527224,1.056108,22.30672,19.88971,18.65595,14.40096
384,0.1116333,0.07369124,1.951915,1.879974,0.8484513,5.706772,1.052771,24.1925,24.65604,4.989639,16.14955
385,0.1116612,0.07367463,1.943716,1.877406,0.8610334,6.126606,1.041263,26.78351,16.40379,2.911491,11.24553
386,0.1116753,0.07366104,1.935923,1.876107,0.8653958,6.342227,1.030567,27.72167,8.595511,4.365743,7.220932
387,0.1116867,0.07366338,1.929087,1.876543,0.8592192,6.246149,1.0256,26.71677,6.115617,7.640152,5.510664
388,0.1117209,0.07369976,1.923969,1.879305,0.8494251,5.957823,1.032308,24.51774,7.319943,15.48258,6.003688
389,0.111776,0.07376672,1.920228,1.882472,0.8408422,5.649869,1.049463,22.41733,11.78701,25.74153,9.275941
390,0.1118281,0.07380574,1.915082,1.88278,0.8369479,5.508975,1.0583,22.24273,21.39574,17.15817,15.42509
391,0.1118671,0.07379573,1.907665,1.880293,0.8445723,5.746791,1.051667,24.53621,24.44929,4.031363,16.04546
392,0.1118907,0.07376637,1.899585,1.877714,0.8573639,6.173338,1.038711,27.16124,15.29043,3.22457,10.68061
393,0.1119017,0.07374381,1.892158,1.876667,0.8605038,6.350954,1.028049,27.90912,8.380398,4.82703,7.053236
394,0.1119135,0.073741,1.885731,1.877371,0.8539417,6.229362,1.0245,26.78227,6.476753,8.633365,5.661751
395,0.1119463,0.07377616,1.880883,1.879903,0.8442869,5.944621,1.034118,24.60605,8.176168,17.34326,6.548964
396,0.1119979,0.07382847,1.876939,1.882688,0.8365689,5.669352,1.049514,22.86259,13.75298,25.01844,10.47178
397,0.1120465,0.07385065,1.871488,1.882743,0.8351078,5.60289,1.055496,23.1965,24.15092,12.73503,16.39716
398,0.1120824,0.07383192,1.864255,1.880747,0.8461002,5.940148,1.048456,25.76081,23.61817,3.142602,15.08086
399,0.1121028,0.07380121,1.856699,1.879013,0.8582284,6.355573,1.03749,28.07386,13.34096,3.123078,9.750891
400,0.1121115,0.07377876,1.849789,1.878746,0.8587837,6.460882,1.029334,28.348,7.127512,5.177252,6.398158
401,0.1121265,0.07377984,1.844019,1.880469,0.85048,6.273419,1.029433,26.8116,6.034456,9.696911,5.389855
402,0.1121714,0.0738245,1.840114,1.884591,0.8408828,5.948651,1.044183,24.393,8.503016,19.82804,6.800858
